Int_LAO_sun,Int_optimized,two_theta_LAO_sub,two_theta_optimized
0,0,65.368,65.368
0,1,65.37,65.37
0,1,65.372,65.372
2,1,65.374,65.374
0,0,65.376,65.376
0,0,65.378,65.378
0,0,65.38,65.38
0,0,65.382,65.382
1,0,65.384,65.384
1,0,65.386,65.386
1,0,65.388,65.388
0,0,65.39,65.39
1,0,65.392,65.392
0,0,65.394,65.394
1,0,65.396,65.396
1,0,65.398,65.398
1,2,65.4,65.4
0,1,65.402,65.402
2,3,65.404,65.404
0,2,65.406,65.406
3,0,65.408,65.408
0,1,65.41,65.41
0,0,65.412,65.412
0,0,65.414,65.414
2,0,65.416,65.416
0,0,65.418,65.418
1,0,65.42,65.42
1,1,65.422,65.422
2,1,65.424,65.424
0,0,65.426,65.426
1,0,65.428,65.428
0,1,65.43,65.43
3,1,65.432,65.432
2,0,65.434,65.434
1,0,65.436,65.436
0,2,65.438,65.438
0,1,65.44,65.44
0,0,65.442,65.442
1,0,65.444,65.444
0,1,65.446,65.446
0,2,65.448,65.448
0,0,65.45,65.45
1,2,65.452,65.452
4,0,65.454,65.454
1,0,65.456,65.456
2,1,65.458,65.458
0,0,65.46,65.46
1,1,65.462,65.462
0,0,65.464,65.464
0,0,65.466,65.466
0,0,65.468,65.468
0,0,65.47,65.47
0,1,65.472,65.472
3,2,65.474,65.474
0,0,65.476,65.476
1,1,65.478,65.478
1,1,65.48,65.48
1,1,65.482,65.482
1,0,65.484,65.484
1,0,65.486,65.486
0,1,65.488,65.488
0,0,65.49,65.49
1,0,65.492,65.492
1,0,65.494,65.494
0,0,65.496,65.496
1,1,65.498,65.498
1,0,65.5,65.5
1,2,65.502,65.502
2,1,65.504,65.504
0,1,65.506,65.506
0,1,65.508,65.508
3,0,65.51,65.51
1,1,65.512,65.512
0,0,65.514,65.514
0,1,65.516,65.516
1,0,65.518,65.518
0,0,65.52,65.52
0,0,65.522,65.522
1,0,65.524,65.524
1,0,65.526,65.526
1,1,65.528,65.528
3,0,65.53,65.53
0,2,65.532,65.532
1,1,65.534,65.534
1,1,65.536,65.536
1,1,65.538,65.538
0,0,65.54,65.54
0,1,65.542,65.542
0,0,65.544,65.544
0,3,65.546,65.546
0,1,65.548,65.548
1,0,65.55,65.55
2,0,65.552,65.552
1,0,65.554,65.554
2,0,65.556,65.556
1,2,65.558,65.558
1,0,65.56,65.56
1,1,65.562,65.562
0,1,65.564,65.564
1,1,65.566,65.566
0,0,65.568,65.568
0,0,65.57,65.57
2,0,65.572,65.572
1,0,65.574,65.574
1,0,65.576,65.576
0,0,65.578,65.578
1,0,65.58,65.58
1,0,65.582,65.582
1,0,65.584,65.584
0,0,65.586,65.586
0,1,65.588,65.588
0,0,65.59,65.59
1,1,65.592,65.592
0,1,65.594,65.594
3,2,65.596,65.596
0,2,65.598,65.598
0,1,65.6,65.6
1,0,65.602,65.602
1,0,65.604,65.604
0,0,65.606,65.606
1,0,65.608,65.608
0,1,65.61,65.61
0,0,65.612,65.612
1,0,65.614,65.614
0,0,65.616,65.616
1,2,65.618,65.618
1,1,65.62,65.62
1,1,65.622,65.622
0,1,65.624,65.624
0,0,65.626,65.626
1,0,65.628,65.628
0,1,65.63,65.63
1,0,65.632,65.632
0,0,65.634,65.634
0,1,65.636,65.636
1,0,65.638,65.638
1,2,65.64,65.64
0,0,65.642,65.642
0,0,65.644,65.644
0,1,65.646,65.646
1,0,65.648,65.648
0,0,65.65,65.65
0,0,65.652,65.652
0,1,65.654,65.654
1,2,65.656,65.656
1,0,65.658,65.658
0,1,65.66,65.66
1,0,65.662,65.662
0,1,65.664,65.664
2,0,65.666,65.666
0,0,65.668,65.668
1,1,65.67,65.67
0,0,65.672,65.672
0,1,65.674,65.674
0,2,65.676,65.676
1,0,65.678,65.678
0,0,65.68,65.68
2,0,65.682,65.682
0,1,65.684,65.684
1,1,65.686,65.686
0,1,65.688,65.688
1,3,65.69,65.69
0,1,65.692,65.692
0,1,65.694,65.694
3,1,65.696,65.696
0,1,65.698,65.698
0,0,65.7,65.7
0,1,65.702,65.702
2,0,65.704,65.704
0,0,65.706,65.706
1,2,65.708,65.708
2,0,65.71,65.71
2,1,65.712,65.712
1,0,65.714,65.714
3,0,65.716,65.716
1,0,65.718,65.718
1,1,65.72,65.72
1,1,65.722,65.722
0,0,65.724,65.724
0,1,65.726,65.726
1,1,65.728,65.728
0,0,65.73,65.73
0,0,65.732,65.732
1,0,65.734,65.734
0,0,65.736,65.736
0,0,65.738,65.738
1,0,65.74,65.74
1,1,65.742,65.742
0,1,65.744,65.744
0,1,65.746,65.746
0,0,65.748,65.748
1,0,65.75,65.75
1,0,65.752,65.752
1,2,65.754,65.754
0,0,65.756,65.756
0,0,65.758,65.758
1,0,65.76,65.76
0,1,65.762,65.762
0,0,65.764,65.764
1,0,65.766,65.766
1,0,65.768,65.768
0,0,65.77,65.77
3,2,65.772,65.772
1,0,65.774,65.774
0,1,65.776,65.776
0,1,65.778,65.778
2,0,65.78,65.78
0,0,65.782,65.782
2,0,65.784,65.784
0,0,65.786,65.786
1,2,65.788,65.788
0,0,65.79,65.79
0,0,65.792,65.792
0,0,65.794,65.794
0,0,65.796,65.796
2,2,65.798,65.798
0,1,65.8,65.8
1,0,65.802,65.802
0,0,65.804,65.804
0,2,65.806,65.806
0,1,65.808,65.808
0,0,65.81,65.81
1,0,65.812,65.812
1,1,65.814,65.814
0,0,65.816,65.816
0,2,65.818,65.818
0,0,65.82,65.82
1,1,65.822,65.822
1,0,65.824,65.824
0,1,65.826,65.826
0,0,65.828,65.828
0,0,65.83,65.83
0,1,65.832,65.832
1,0,65.834,65.834
0,2,65.836,65.836
0,0,65.838,65.838
0,0,65.84,65.84
1,3,65.842,65.842
0,1,65.844,65.844
0,0,65.846,65.846
0,0,65.848,65.848
1,1,65.85,65.85
1,0,65.852,65.852
0,0,65.854,65.854
1,0,65.856,65.856
0,0,65.858,65.858
0,0,65.86,65.86
0,0,65.862,65.862
0,0,65.864,65.864
0,0,65.866,65.866
1,0,65.868,65.868
1,0,65.87,65.87
0,2,65.872,65.872
1,2,65.874,65.874
1,0,65.876,65.876
1,1,65.878,65.878
1,2,65.88,65.88
0,1,65.882,65.882
1,1,65.884,65.884
1,0,65.886,65.886
1,0,65.888,65.888
0,0,65.89,65.89
0,2,65.892,65.892
2,0,65.894,65.894
1,0,65.896,65.896
1,1,65.898,65.898
1,2,65.9,65.9
0,0,65.902,65.902
1,2,65.904,65.904
2,0,65.906,65.906
0,2,65.908,65.908
0,0,65.91,65.91
0,2,65.912,65.912
1,2,65.914,65.914
1,0,65.916,65.916
0,0,65.918,65.918
1,0,65.92,65.92
1,0,65.922,65.922
1,1,65.924,65.924
0,0,65.926,65.926
0,1,65.928,65.928
0,2,65.93,65.93
0,1,65.932,65.932
0,0,65.934,65.934
0,2,65.936,65.936
0,2,65.938,65.938
1,0,65.94,65.94
0,0,65.942,65.942
0,0,65.944,65.944
0,0,65.946,65.946
1,0,65.948,65.948
1,1,65.95,65.95
0,1,65.952,65.952
0,0,65.954,65.954
1,0,65.956,65.956
1,1,65.958,65.958
1,0,65.96,65.96
1,0,65.962,65.962
2,0,65.964,65.964
0,0,65.966,65.966
0,1,65.968,65.968
0,2,65.97,65.97
0,0,65.972,65.972
2,0,65.974,65.974
0,1,65.976,65.976
0,0,65.978,65.978
1,1,65.98,65.98
0,0,65.982,65.982
1,4,65.984,65.984
2,0,65.986,65.986
0,3,65.988,65.988
0,1,65.99,65.99
0,0,65.992,65.992
1,1,65.994,65.994
1,1,65.996,65.996
0,1,65.998,65.998
2,1,66,66
0,0,66.002,66.002
1,3,66.004,66.004
2,0,66.006,66.006
0,2,66.008,66.008
1,3,66.01,66.01
0,0,66.012,66.012
0,1,66.014,66.014
1,1,66.016,66.016
1,2,66.018,66.018
1,0,66.02,66.02
0,1,66.022,66.022
0,0,66.024,66.024
0,0,66.026,66.026
0,1,66.028,66.028
2,1,66.03,66.03
0,1,66.032,66.032
1,1,66.034,66.034
1,0,66.036,66.036
1,3,66.038,66.038
0,1,66.04,66.04
0,2,66.042,66.042
0,0,66.044,66.044
0,2,66.046,66.046
2,0,66.048,66.048
2,0,66.05,66.05
0,1,66.052,66.052
1,1,66.054,66.054
1,0,66.056,66.056
1,0,66.058,66.058
0,0,66.06,66.06
0,0,66.062,66.062
0,1,66.064,66.064
1,1,66.066,66.066
0,1,66.068,66.068
0,0,66.07,66.07
0,0,66.072,66.072
0,0,66.074,66.074
2,0,66.076,66.076
2,1,66.078,66.078
1,0,66.08,66.08
1,0,66.082,66.082
0,1,66.084,66.084
2,0,66.086,66.086
0,1,66.088,66.088
1,1,66.09,66.09
1,0,66.092,66.092
1,1,66.094,66.094
0,0,66.096,66.096
0,1,66.098,66.098
1,0,66.1,66.1
0,0,66.102,66.102
0,2,66.104,66.104
1,0,66.106,66.106
2,1,66.108,66.108
2,1,66.11,66.11
1,0,66.112,66.112
2,0,66.114,66.114
2,0,66.116,66.116
1,0,66.118,66.118
0,0,66.12,66.12
2,0,66.122,66.122
0,1,66.124,66.124
0,0,66.126,66.126
2,0,66.128,66.128
1,0,66.13,66.13
1,0,66.132,66.132
0,0,66.134,66.134
1,1,66.136,66.136
0,0,66.138,66.138
0,0,66.14,66.14
1,0,66.142,66.142
0,1,66.144,66.144
0,1,66.146,66.146
1,2,66.148,66.148
0,0,66.15,66.15
0,0,66.152,66.152
0,1,66.154,66.154
1,1,66.156,66.156
1,0,66.158,66.158
0,0,66.16,66.16
0,1,66.162,66.162
0,0,66.164,66.164
0,0,66.166,66.166
2,0,66.168,66.168
0,0,66.17,66.17
0,1,66.172,66.172
0,1,66.174,66.174
1,1,66.176,66.176
1,1,66.178,66.178
0,1,66.18,66.18
2,0,66.182,66.182
1,0,66.184,66.184
0,1,66.186,66.186
0,0,66.188,66.188
0,1,66.19,66.19
2,0,66.192,66.192
1,1,66.194,66.194
1,0,66.196,66.196
2,1,66.198,66.198
0,0,66.2,66.2
0,0,66.202,66.202
2,0,66.204,66.204
1,0,66.206,66.206
0,1,66.208,66.208
0,2,66.21,66.21
1,0,66.212,66.212
1,0,66.214,66.214
1,0,66.216,66.216
0,0,66.218,66.218
0,1,66.22,66.22
0,0,66.222,66.222
2,0,66.224,66.224
1,1,66.226,66.226
1,1,66.228,66.228
1,2,66.23,66.23
1,4,66.232,66.232
0,1,66.234,66.234
1,1,66.236,66.236
1,1,66.238,66.238
1,0,66.24,66.24
0,3,66.242,66.242
0,1,66.244,66.244
0,0,66.246,66.246
0,0,66.248,66.248
0,1,66.25,66.25
0,1,66.252,66.252
0,2,66.254,66.254
1,1,66.256,66.256
3,0,66.258,66.258
2,1,66.26,66.26
1,0,66.262,66.262
0,0,66.264,66.264
0,0,66.266,66.266
1,1,66.268,66.268
0,1,66.27,66.27
1,1,66.272,66.272
1,0,66.274,66.274
0,0,66.276,66.276
0,0,66.278,66.278
0,0,66.28,66.28
0,0,66.282,66.282
0,1,66.284,66.284
3,1,66.286,66.286
0,1,66.288,66.288
1,1,66.29,66.29
1,0,66.292,66.292
0,2,66.294,66.294
0,0,66.296,66.296
1,0,66.298,66.298
0,1,66.3,66.3
1,0,66.302,66.302
0,1,66.304,66.304
1,1,66.306,66.306
0,1,66.308,66.308
2,1,66.31,66.31
1,0,66.312,66.312
1,1,66.314,66.314
1,0,66.316,66.316
0,0,66.318,66.318
1,1,66.32,66.32
2,1,66.322,66.322
1,1,66.324,66.324
0,0,66.326,66.326
2,1,66.328,66.328
0,2,66.33,66.33
1,1,66.332,66.332
1,1,66.334,66.334
1,1,66.336,66.336
0,1,66.338,66.338
0,0,66.34,66.34
0,0,66.342,66.342
0,0,66.344,66.344
1,0,66.346,66.346
2,0,66.348,66.348
0,0,66.35,66.35
0,2,66.352,66.352
0,1,66.354,66.354
1,0,66.356,66.356
0,2,66.358,66.358
2,0,66.36,66.36
1,0,66.362,66.362
0,1,66.364,66.364
2,1,66.366,66.366
0,1,66.368,66.368
0,1,66.37,66.37
0,2,66.372,66.372
0,0,66.374,66.374
1,0,66.376,66.376
0,1,66.378,66.378
2,0,66.38,66.38
0,0,66.382,66.382
2,0,66.384,66.384
0,1,66.386,66.386
0,0,66.388,66.388
1,0,66.39,66.39
1,0,66.392,66.392
2,3,66.394,66.394
2,0,66.396,66.396
1,1,66.398,66.398
0,0,66.4,66.4
1,0,66.402,66.402
1,0,66.404,66.404
0,1,66.406,66.406
0,1,66.408,66.408
1,0,66.41,66.41
0,3,66.412,66.412
0,1,66.414,66.414
2,1,66.416,66.416
0,1,66.418,66.418
0,3,66.42,66.42
0,0,66.422,66.422
0,1,66.424,66.424
2,1,66.426,66.426
1,1,66.428,66.428
0,1,66.43,66.43
2,2,66.432,66.432
0,0,66.434,66.434
0,0,66.436,66.436
0,1,66.438,66.438
2,3,66.44,66.44
2,0,66.442,66.442
1,1,66.444,66.444
0,1,66.446,66.446
1,1,66.448,66.448
0,1,66.45,66.45
1,0,66.452,66.452
0,0,66.454,66.454
0,0,66.456,66.456
1,1,66.458,66.458
1,0,66.46,66.46
0,0,66.462,66.462
1,0,66.464,66.464
0,0,66.466,66.466
2,2,66.468,66.468
0,1,66.47,66.47
0,1,66.472,66.472
3,3,66.474,66.474
1,0,66.476,66.476
0,1,66.478,66.478
1,0,66.48,66.48
1,0,66.482,66.482
0,0,66.484,66.484
1,1,66.486,66.486
1,1,66.488,66.488
0,1,66.49,66.49
1,0,66.492,66.492
1,1,66.494,66.494
1,1,66.496,66.496
2,1,66.498,66.498
1,1,66.5,66.5
2,0,66.502,66.502
1,1,66.504,66.504
2,2,66.506,66.506
1,0,66.508,66.508
1,2,66.51,66.51
1,1,66.512,66.512
0,1,66.514,66.514
1,2,66.516,66.516
1,3,66.518,66.518
0,1,66.52,66.52
1,1,66.522,66.522
0,1,66.524,66.524
2,1,66.526,66.526
2,4,66.528,66.528
0,0,66.53,66.53
1,1,66.532,66.532
1,2,66.534,66.534
0,0,66.536,66.536
1,1,66.538,66.538
3,0,66.54,66.54
1,0,66.542,66.542
0,2,66.544,66.544
0,0,66.546,66.546
1,1,66.548,66.548
1,1,66.55,66.55
0,0,66.552,66.552
1,3,66.554,66.554
1,3,66.556,66.556
2,2,66.558,66.558
0,2,66.56,66.56
1,2,66.562,66.562
2,1,66.564,66.564
0,0,66.566,66.566
0,0,66.568,66.568
2,0,66.57,66.57
1,1,66.572,66.572
1,2,66.574,66.574
3,1,66.576,66.576
1,1,66.578,66.578
2,1,66.58,66.58
0,1,66.582,66.582
0,2,66.584,66.584
1,1,66.586,66.586
0,2,66.588,66.588
0,3,66.59,66.59
0,2,66.592,66.592
1,2,66.594,66.594
1,1,66.596,66.596
2,0,66.598,66.598
0,3,66.6,66.6
1,1,66.602,66.602
0,1,66.604,66.604
1,1,66.606,66.606
0,2,66.608,66.608
1,2,66.61,66.61
1,1,66.612,66.612
1,3,66.614,66.614
1,5,66.616,66.616
1,3,66.618,66.618
1,3,66.62,66.62
2,0,66.622,66.622
2,2,66.624,66.624
0,3,66.626,66.626
0,2,66.628,66.628
1,4,66.63,66.63
0,0,66.632,66.632
1,1,66.634,66.634
4,2,66.636,66.636
2,0,66.638,66.638
2,3,66.64,66.64
0,0,66.642,66.642
0,1,66.644,66.644
0,1,66.646,66.646
1,2,66.648,66.648
0,2,66.65,66.65
2,1,66.652,66.652
0,1,66.654,66.654
1,2,66.656,66.656
0,1,66.658,66.658
1,1,66.66,66.66
0,3,66.662,66.662
0,3,66.664,66.664
0,2,66.666,66.666
1,3,66.668,66.668
2,1,66.67,66.67
0,1,66.672,66.672
1,1,66.674,66.674
3,1,66.676,66.676
0,1,66.678,66.678
3,4,66.68,66.68
0,3,66.682,66.682
1,1,66.684,66.684
1,3,66.686,66.686
1,1,66.688,66.688
0,2,66.69,66.69
1,0,66.692,66.692
1,1,66.694,66.694
1,2,66.696,66.696
0,2,66.698,66.698
1,1,66.7,66.7
2,0,66.702,66.702
0,1,66.704,66.704
1,0,66.706,66.706
1,1,66.708,66.708
3,0,66.71,66.71
0,2,66.712,66.712
1,3,66.714,66.714
0,1,66.716,66.716
0,1,66.718,66.718
0,0,66.72,66.72
0,2,66.722,66.722
3,1,66.724,66.724
1,1,66.726,66.726
1,1,66.728,66.728
0,1,66.73,66.73
1,2,66.732,66.732
0,0,66.734,66.734
1,0,66.736,66.736
1,2,66.738,66.738
0,1,66.74,66.74
1,2,66.742,66.742
3,1,66.744,66.744
2,1,66.746,66.746
0,1,66.748,66.748
3,3,66.75,66.75
0,1,66.752,66.752
1,0,66.754,66.754
1,0,66.756,66.756
1,3,66.758,66.758
0,2,66.76,66.76
2,3,66.762,66.762
1,2,66.764,66.764
1,0,66.766,66.766
1,1,66.768,66.768
1,2,66.77,66.77
1,1,66.772,66.772
4,1,66.774,66.774
0,2,66.776,66.776
0,0,66.778,66.778
0,0,66.78,66.78
2,2,66.782,66.782
0,0,66.784,66.784
1,1,66.786,66.786
0,1,66.788,66.788
1,3,66.79,66.79
3,3,66.792,66.792
1,0,66.794,66.794
2,1,66.796,66.796
0,0,66.798,66.798
0,0,66.8,66.8
2,1,66.802,66.802
0,0,66.804,66.804
2,2,66.806,66.806
1,1,66.808,66.808
3,2,66.81,66.81
1,1,66.812,66.812
0,1,66.814,66.814
0,1,66.816,66.816
3,3,66.818,66.818
2,2,66.82,66.82
1,1,66.822,66.822
0,1,66.824,66.824
1,1,66.826,66.826
0,2,66.828,66.828
0,1,66.83,66.83
0,1,66.832,66.832
0,2,66.834,66.834
4,1,66.836,66.836
2,0,66.838,66.838
0,0,66.84,66.84
1,2,66.842,66.842
2,0,66.844,66.844
1,0,66.846,66.846
1,2,66.848,66.848
0,2,66.85,66.85
1,1,66.852,66.852
0,1,66.854,66.854
1,1,66.856,66.856
0,1,66.858,66.858
0,0,66.86,66.86
0,2,66.862,66.862
0,0,66.864,66.864
2,0,66.866,66.866
0,0,66.868,66.868
1,2,66.87,66.87
2,0,66.872,66.872
2,1,66.874,66.874
1,1,66.876,66.876
0,1,66.878,66.878
0,2,66.88,66.88
0,1,66.882,66.882
2,0,66.884,66.884
2,1,66.886,66.886
0,3,66.888,66.888
1,2,66.89,66.89
0,1,66.892,66.892
0,2,66.894,66.894
1,2,66.896,66.896
1,1,66.898,66.898
1,0,66.9,66.9
0,1,66.902,66.902
0,3,66.904,66.904
0,0,66.906,66.906
1,2,66.908,66.908
1,1,66.91,66.91
0,1,66.912,66.912
1,1,66.914,66.914
2,0,66.916,66.916
2,1,66.918,66.918
0,0,66.92,66.92
1,1,66.922,66.922
0,1,66.924,66.924
0,0,66.926,66.926
0,0,66.928,66.928
1,3,66.93,66.93
1,2,66.932,66.932
1,1,66.934,66.934
1,2,66.936,66.936
1,0,66.938,66.938
1,1,66.94,66.94
1,1,66.942,66.942
0,2,66.944,66.944
0,1,66.946,66.946
3,0,66.948,66.948
0,1,66.95,66.95
1,0,66.952,66.952
0,1,66.954,66.954
1,0,66.956,66.956
0,0,66.958,66.958
0,0,66.96,66.96
0,1,66.962,66.962
1,0,66.964,66.964
0,1,66.966,66.966
1,1,66.968,66.968
0,1,66.97,66.97
2,0,66.972,66.972
2,0,66.974,66.974
1,1,66.976,66.976
0,2,66.978,66.978
2,0,66.98,66.98
0,1,66.982,66.982
0,1,66.984,66.984
0,1,66.986,66.986
1,2,66.988,66.988
1,1,66.99,66.99
1,0,66.992,66.992
1,0,66.994,66.994
2,1,66.996,66.996
1,0,66.998,66.998
1,2,67,67
1,1,67.002,67.002
0,0,67.004,67.004
1,0,67.006,67.006
0,0,67.008,67.008
0,1,67.01,67.01
0,0,67.012,67.012
0,2,67.014,67.014
1,1,67.016,67.016
1,0,67.018,67.018
1,0,67.02,67.02
0,0,67.022,67.022
1,0,67.024,67.024
1,1,67.026,67.026
0,0,67.028,67.028
1,1,67.03,67.03
2,0,67.032,67.032
1,1,67.034,67.034
1,2,67.036,67.036
1,3,67.038,67.038
1,2,67.04,67.04
1,1,67.042,67.042
0,1,67.044,67.044
0,1,67.046,67.046
1,1,67.048,67.048
1,1,67.05,67.05
1,0,67.052,67.052
0,0,67.054,67.054
1,0,67.056,67.056
0,0,67.058,67.058
1,0,67.06,67.06
1,0,67.062,67.062
2,0,67.064,67.064
0,0,67.066,67.066
0,1,67.068,67.068
0,0,67.07,67.07
0,2,67.072,67.072
0,2,67.074,67.074
1,1,67.076,67.076
1,2,67.078,67.078
0,0,67.08,67.08
1,0,67.082,67.082
0,0,67.084,67.084
0,0,67.086,67.086
1,1,67.088,67.088
1,0,67.09,67.09
0,2,67.092,67.092
0,0,67.094,67.094
0,0,67.096,67.096
0,1,67.098,67.098
0,1,67.1,67.1
0,1,67.102,67.102
1,0,67.104,67.104
0,0,67.106,67.106
0,0,67.108,67.108
0,1,67.11,67.11
1,0,67.112,67.112
1,0,67.114,67.114
0,0,67.116,67.116
0,1,67.118,67.118
2,0,67.12,67.12
0,1,67.122,67.122
2,1,67.124,67.124
0,1,67.126,67.126
3,1,67.128,67.128
0,2,67.13,67.13
1,1,67.132,67.132
0,1,67.134,67.134
1,0,67.136,67.136
0,0,67.138,67.138
3,0,67.14,67.14
0,0,67.142,67.142
0,0,67.144,67.144
2,0,67.146,67.146
1,0,67.148,67.148
1,2,67.15,67.15
1,2,67.152,67.152
0,0,67.154,67.154
0,1,67.156,67.156
2,0,67.158,67.158
0,3,67.16,67.16
0,2,67.162,67.162
1,1,67.164,67.164
1,0,67.166,67.166
2,0,67.168,67.168
0,1,67.17,67.17
2,0,67.172,67.172
0,0,67.174,67.174
1,1,67.176,67.176
0,1,67.178,67.178
0,1,67.18,67.18
0,0,67.182,67.182
1,0,67.184,67.184
0,1,67.186,67.186
0,0,67.188,67.188
2,1,67.19,67.19
0,1,67.192,67.192
1,0,67.194,67.194
1,0,67.196,67.196
1,1,67.198,67.198
2,1,67.2,67.2
0,1,67.202,67.202
0,0,67.204,67.204
0,1,67.206,67.206
0,0,67.208,67.208
2,1,67.21,67.21
0,0,67.212,67.212
2,1,67.214,67.214
1,1,67.216,67.216
0,2,67.218,67.218
0,0,67.22,67.22
0,0,67.222,67.222
1,3,67.224,67.224
2,0,67.226,67.226
0,0,67.228,67.228
0,0,67.23,67.23
1,0,67.232,67.232
0,1,67.234,67.234
1,2,67.236,67.236
0,0,67.238,67.238
1,0,67.24,67.24
1,0,67.242,67.242
0,0,67.244,67.244
0,0,67.246,67.246
1,0,67.248,67.248
0,2,67.25,67.25
1,0,67.252,67.252
0,0,67.254,67.254
0,0,67.256,67.256
2,2,67.258,67.258
0,2,67.26,67.26
0,0,67.262,67.262
1,1,67.264,67.264
0,0,67.266,67.266
1,0,67.268,67.268
1,0,67.27,67.27
1,0,67.272,67.272
2,0,67.274,67.274
1,1,67.276,67.276
0,2,67.278,67.278
1,1,67.28,67.28
1,0,67.282,67.282
0,0,67.284,67.284
1,1,67.286,67.286
1,2,67.288,67.288
1,1,67.29,67.29
0,1,67.292,67.292
1,0,67.294,67.294
1,0,67.296,67.296
0,0,67.298,67.298
1,0,67.3,67.3
0,0,67.302,67.302
1,0,67.304,67.304
1,0,67.306,67.306
0,0,67.308,67.308
0,2,67.31,67.31
1,1,67.312,67.312
3,0,67.314,67.314
0,0,67.316,67.316
0,0,67.318,67.318
0,1,67.32,67.32
0,1,67.322,67.322
1,0,67.324,67.324
0,0,67.326,67.326
0,0,67.328,67.328
1,1,67.33,67.33
0,0,67.332,67.332
3,1,67.334,67.334
0,0,67.336,67.336
1,1,67.338,67.338
0,2,67.34,67.34
1,2,67.342,67.342
1,0,67.344,67.344
0,0,67.346,67.346
0,1,67.348,67.348
1,1,67.35,67.35
1,1,67.352,67.352
0,0,67.354,67.354
1,1,67.356,67.356
0,0,67.358,67.358
0,4,67.36,67.36
1,2,67.362,67.362
0,0,67.364,67.364
1,0,67.366,67.366
1,0,67.368,67.368
2,0,67.37,67.37
1,1,67.372,67.372
0,1,67.374,67.374
0,1,67.376,67.376
1,0,67.378,67.378
1,2,67.38,67.38
0,2,67.382,67.382
0,1,67.384,67.384
0,2,67.386,67.386
0,0,67.388,67.388
0,0,67.39,67.39
1,1,67.392,67.392
2,2,67.394,67.394
1,2,67.396,67.396
1,0,67.398,67.398
2,1,67.4,67.4
1,0,67.402,67.402
0,0,67.404,67.404
0,0,67.406,67.406
0,0,67.408,67.408
0,0,67.41,67.41
0,0,67.412,67.412
0,0,67.414,67.414
0,0,67.416,67.416
0,0,67.418,67.418
1,0,67.42,67.42
2,2,67.422,67.422
3,0,67.424,67.424
1,1,67.426,67.426
2,0,67.428,67.428
2,1,67.43,67.43
0,0,67.432,67.432
1,0,67.434,67.434
0,0,67.436,67.436
2,1,67.438,67.438
0,2,67.44,67.44
0,0,67.442,67.442
0,1,67.444,67.444
0,0,67.446,67.446
0,0,67.448,67.448
1,1,67.45,67.45
0,0,67.452,67.452
0,1,67.454,67.454
0,0,67.456,67.456
0,0,67.458,67.458
0,0,67.46,67.46
1,0,67.462,67.462
1,0,67.464,67.464
2,1,67.466,67.466
0,1,67.468,67.468
0,0,67.47,67.47
1,0,67.472,67.472
1,0,67.474,67.474
0,0,67.476,67.476
0,0,67.478,67.478
0,0,67.48,67.48
0,0,67.482,67.482
0,0,67.484,67.484
1,2,67.486,67.486
1,0,67.488,67.488
3,0,67.49,67.49
1,2,67.492,67.492
0,0,67.494,67.494
0,1,67.496,67.496
0,0,67.498,67.498
0,0,67.5,67.5
2,1,67.502,67.502
0,0,67.504,67.504
2,0,67.506,67.506
2,0,67.508,67.508
1,1,67.51,67.51
1,0,67.512,67.512
1,0,67.514,67.514
0,0,67.516,67.516
1,0,67.518,67.518
1,0,67.52,67.52
0,0,67.522,67.522
1,0,67.524,67.524
0,1,67.526,67.526
0,0,67.528,67.528
0,0,67.53,67.53
0,1,67.532,67.532
0,1,67.534,67.534
1,2,67.536,67.536
1,1,67.538,67.538
1,1,67.54,67.54
0,0,67.542,67.542
1,0,67.544,67.544
1,1,67.546,67.546
0,0,67.548,67.548
0,1,67.55,67.55
3,0,67.552,67.552
1,2,67.554,67.554
0,0,67.556,67.556
0,0,67.558,67.558
0,0,67.56,67.56
1,0,67.562,67.562
0,0,67.564,67.564
0,0,67.566,67.566
0,0,67.568,67.568
0,2,67.57,67.57
1,1,67.572,67.572
0,0,67.574,67.574
0,0,67.576,67.576
0,1,67.578,67.578
1,0,67.58,67.58
0,1,67.582,67.582
0,2,67.584,67.584
0,1,67.586,67.586
2,0,67.588,67.588
0,1,67.59,67.59
0,0,67.592,67.592
1,0,67.594,67.594
0,0,67.596,67.596
1,0,67.598,67.598
0,1,67.6,67.6
0,1,67.602,67.602
0,0,67.604,67.604
1,1,67.606,67.606
1,1,67.608,67.608
0,0,67.61,67.61
0,1,67.612,67.612
1,1,67.614,67.614
1,1,67.616,67.616
0,0,67.618,67.618
2,2,67.62,67.62
1,0,67.622,67.622
0,1,67.624,67.624
1,0,67.626,67.626
1,0,67.628,67.628
0,1,67.63,67.63
0,1,67.632,67.632
0,0,67.634,67.634
1,0,67.636,67.636
1,1,67.638,67.638
0,1,67.64,67.64
2,1,67.642,67.642
0,1,67.644,67.644
0,1,67.646,67.646
1,2,67.648,67.648
0,1,67.65,67.65
0,0,67.652,67.652
0,1,67.654,67.654
1,2,67.656,67.656
0,0,67.658,67.658
0,1,67.66,67.66
0,3,67.662,67.662
0,0,67.664,67.664
0,2,67.666,67.666
5,1,67.668,67.668
0,1,67.67,67.67
1,1,67.672,67.672
0,1,67.674,67.674
0,0,67.676,67.676
1,1,67.678,67.678
1,1,67.68,67.68
1,1,67.682,67.682
0,0,67.684,67.684
1,0,67.686,67.686
1,0,67.688,67.688
1,1,67.69,67.69
0,2,67.692,67.692
1,0,67.694,67.694
